Descrição,Not. autor
"Petroz, Pierre",P497a
"Petrucci, Carlos Alberto, 1919-",
"Petrucci, Fregi Di Carlo A.",
"Petrus, Jerzyt",
"Petrusevic, Nadezda Bronislavovna",H836pe
"Petta, Rosangela",
"Pettena, Gianni",
"Pettersen, Arvid, 1943-",P499
"Petterson, Victor",
"Petti, Neuza, 1944-",
"Petti, Nicola, 1904-1983",Pn511
"Pettibon, Raymond, 1957-",
"Pettoruti, Emilio, 1892-1974",Pe511
"Pettus, Robert",
"Petzet, Hermann, 1860-1935",P513
"Petzet, Michael",
"Petzolt, Volter",
"Peverelli, Cesare, 1922-2000",P514
"Pevsner, Antoine, 1884-1962",
"Pevsner, Nikolaus",M158p
"Pey, E.B.F",
"Peyceré, Valdir",
"Peynet, Marie-Odile",
"Peyre, David",T293p
"Peyre, Roger",P515r
"Peyré, Yves, 1952-",
"Peyron, Amedeo",
"Peyton, Elizabeth, 1965-",
"Peyton-Jones, Julia",
"Pezolito, Karen, 1977-",
"Pezzana, Giuseppe, 1735-1802",
"Pezzin, Nelma, 1955-",P521
"Pezzini, Isabella",
"Pezzino, Antonio, 1921-",
"Pezzoli, Gigi",
"Pezzolo, Daniel Bueno",P522t
"Pezzotta, Giovanni, 1838-1911",
"Pfaff, Judy, 1946-",P523
"Pfäfflin, Friedrich",
"Pfaffmann, Barbara",
"Pfahl, John, 1939-",
"Pfahler, Georg Karl, 1926-2002",Pg523
"Pfannstiel, Arthur",M692pa
"Pfeiffer, Andreas",
"Pfeiffer, Ida, 1797-1858",
"Pfeiffer, Ulrike",
"Pfeiffer, Wolfgang",S384p
"Pfenninger, Rudolf, 1899-1976",
"Pfister, Federico",Pe898p
"Pfister, Harold Francis",E79f
"Pfister, Kurt",E41p
"Pfitzinger, Hans",
"Pfleger, Manfred",
"Pforr, Franz, 1788-1812",
Ph. Roberts-Jones,
"Phebo, Flávio, 1929-1986",P537
"Phelan, Ellen, 1943-",
"Phelan, Peggy",
"Phelan, Wynne H.",
"Phelps, Robert",
"Phidias, 490-430 A.C",
"Phil, Peter",
"Philandrier, Guillaume, 1505-1563",
"Philibert, Valentin",
Philip C. Johnson,
Philip Chadwick Foster Smith,
Philip Conisbee,
Philip Fry,
Philip Hendy,
Philip James,
Philip Linhares,
Philip Rhys Adams,
Philip S. Rawson,
Philip Verre,
"Philipe, Anne",Sa669p
Philipp Bernard,
Philipp Etter,
Philipp Schoenborn,
"Philipp, Michael",
"Philippe Douste-Blazy, Bernard Arnault",
Philippe Lévy,
Philippe Robert-Jones,
Philippe Roberts-Jones,
"Philippe, Chantal",
"Philippi, Desa",
"Philippot, Emilia",
"Philippot, Paul",
"Philippov, Karin",Aj447p
"Philips, Graciela",
"Philipsz, Susan, 1965-",
Phillip Dennis Cate,
Phillippe de Montebello,
"Phillipps, Evelyn March",T593pe
"Phillips, Beth",
"Phillips, Brian",
"Phillips, Carlo",
"Phillips, Catherine",
"Phillips, Christopher",
"Phillips, Derrick G.",
"Phillips, Duncan",
"Phillips, John Ransome, 1939-",P561
"Phillips, Laughlin",
"Phillips, Lisa",
"Phillips, Maria Louise",
"Phillips, Marjorie, 1894-1985",
"Phillips, Peter, 1939-",P562
"Phillips, Richard e",
"Phillips, Richard, 1962-",
"Phillips, Tom, 1937-",P563
"Philot, Anibal",
"Phohaska, Wolfgang",
Phyllis Feldkamp,
Phyllis Freeman,
Phyllis Plous,
Pia Paleologu,
"Piacenti, Kirsten Aschengreen, 1929-2021",
"Piacentini, Marcello, 1881-1960",
"Piacenza, Luciana Bicalho",E56r
"Piacenza, Pier Giovanni",
"Piaggio, Constanza, 1982-",
"Piai, Manuela",
"Piale, Stefano, 1753-1835",
"Piana, Darci",
"Piancastelli, Giovanna",
"Piancó, Fernando",
"Pianet, Jacques",
"Pianet, Jean",
"Piano, Renzo, 1937-",P581
"Pianzola, Maurice",P581b
"Pião, Fernando, 1961-",P581
"Piatti, Livio",
"Piau, Kennedy",P583n
"Piaubert, Jean, 1900-2002",P583
"Piazetta, Giovanni Battista, 1682-1754",
"Piazza, Alberto, 1490-1528",
"Piazza, Giovanni",
"Piazza, Giovanni M",
"Piazzetta, Giovanni Battista, 1682-1754",
"Piazzi, Filippo",
"Piazzini, Mauricio",
"Piazzini, Maurizio",
"Piazzolla, Marino",
"Pibeda Torra, Mercedes",
"Pic, Roger",
"Pica, Agnoldomenico, 1907-1990",P585
"Pica, Umberto Milani",M637p e.1-2
"Pica, Vittorio, 1864-1930",
"Picabia, Francis, 1879-1953",Pf585
"Picão, David",
"Picard, Charles",
"Picard, Gilbert-Charles",
"Picard, Mat",
"Picard, Raymond",
"Picart Le Doux, Jean, 1902-1982",
"Picasso, Kiki, 1956-",
"Picasso, Pablo, 1881-1973",P586
"Picchi, Cecilia",
"Picchi, Francesca",
"Picchi, Mássimo",P587
"Picchi, Mássimo, 1947-",
"Picchio, Luciana Stegagno",
"Piccinato, Giorgio",P588a
"Piccinini, Franco",
"Piccinini, Patricia, 1965-",
"Piccino, Evandro",
"Piccioli, Angelo",
"Piccioni, Leone",
"Picciotto, Viviana de",
"Piccoli, Jacó Cesar",
"Piccoli, Umberto",
"Piccoli, Valéria",
"Piccoli, Valéria Piccoli",
"Piccolo, Salvatore",
"Piceni, Enrico",D396p
"Piche, Roland, 1938-",Pr592
"Pichereau-Vallet, Marie",
"Pichetto, Giuseppe, 1937-",
"Pichler, Karoly, 1916-1982",
"Pichler, Walter, 1936-2012",
"Pichon, Yann Le",Br823p
"Piciotti, Luigi, 1929-",
"Pick, Frank",
"Picka, Jaroslav, 1897-1957",P594
"Pickard, Susie",
"Pickering, W. Russel",
"Pickshaus, P.M.",
"Pickvance, Ronald",Vg253pi
"Picolli, Valéria",
"Picon, Antoine",
"Picon, Gaetan",I55p
"Picon, Genevieve",
"Picon-Salas, Mariano",
"Picou Henri Pierre, 1824-1895",
"Picou, Henri Pierre, 1824-1895",
"Picozza, Paolo",
"Pictet, Charles, 1755-1824",
"Piechocki, Katharina Natalia",
Piedade Epstein Grinberg,
"Piedade, Agostinho Da, Frei",Ap275
"Piedade, Agostinho Da, Frei, 1580-1661",
"Piekarski, Adam",P613e
"Piekunka, Thomas",P613
"Piemonte, Carmen, 1932-",
"Piene, Arman Otto",
"Piene, Otto, 1928-2014",
"Pieniz, Gleber",
Pier Carlo Santini,
Pier Giovanni Piacenza,
Pier Giovanni Zancopé,
Pier Luigi Ballini,
Pier Luigi Cabra,
Pier Luigi Mafredi,
Pier Marco de Santi,
Piera Glesaz,
"Piera, Adrián, 1933-2015",P615
"Pieraccini, Giovanni",
"Pieralli, Giacomo",
Pierangelo Rossetti,
"Pierard, Louis",R785p
"Pierce, Donna",
"Pierce, Haley S.",
"Pierelli, Attilio",
"Pierelli, Attilio, 1924-",
Pierluigi de Vecchi,
"Piermarini, Salvatore, 1949-",
"Piernikarz, Gabriela, 1979-",
"Pieroni-Jawlensky, Lucia",
"Pierpaoli, Diego",
"Pierpoline, Joan",
"Pierrat-Bonnefois, Geneviève",P622e
Pierre Cabanne,
Pierre Courcelles,
Pierre Courthion,
Pierre de Fenoyl,
Pierre de Saint-Prix,
Pierre Joly,
Pierre Lelievre Et Al,
Pierre Pradel,
Pierre Restany,
Pierre Rivas Et Al,
Pierre Rosenberg,
"Pierre Rosenberg, Christiane Ziegler",
Pierre Rouve,
Pierre Ruprecht,
Pierre Santos,
Pierre Sterckx,
Pierre Troisgros,
Pierre Vago,
Pierre Veber,
Pierre Vorms,
Pierre Yves Refalo,
"Pierre, 1950-",
"Pierre, Arnald",
"Pierre, Arnauld",
"Pierre, Duilio, 1954-",P622
"Pierre, José",P622f
"Pierrefeu, François de",L467pf
"Pierre-Jean Mariette, 1694-1774",
"Pierre-Louis Guinguené, 1748-1816",
Pierre-Louis Mathieu,
"Pierron, Sander",C478p
"Pieruccetti, Oswaldo",
"Piesco, Patricia",
"Pieske, Christa",
"Piesse, George William Septimus, 1820-1882",
"Pietá, Marilene",
"Pietá, Marilene Burtet, 1943-",
"Pieta, Marilene Burtlet",
"Pieter de Jode, 1606-C.1674",
Pieter J.J. Van Thiel Et Al,
Pieter Th. Tjabbes,
Pieter Tjabbes,
"Pietrangeli, Carlo",
"Pietrantonio, Giacinto Di",
"Pietro Di Domenico, 1457-Ca. 1533",
"Pietro Di Giovanni D'ambrogio, 1410-1449",
Pietro Lanzo Di Scalea,
"Pietro, da Cortona, 1596-1669",P626
"Pietro, Douglas Luis",
"Pietro, Heloisa",
"Pietro, Romano",
"Pietrogrande, Patrizia",
"Pietroluongo, Janaína",
"Pietrow-Wodkin, Kuzma, 1878-1939",Pw626
"Pietrusko, Robert Gerard",
"Pietsch, Ulrich",SK775p
"Pietzschke, Fritz",
"Pieyre de Mandiargues, Andre",
"Piffer, Cristina, 1953-",
"Piffer, Marcelo Assis",
"Piffer, Marcos, 1962-",P627
"Pigioni, Marcelo",
"Pigler, a",
"Pignatari, Décio, 1927-2012",
"Pignatelli, Ercole, 1935-",P632
"Pignatelli, Francesco",
"Pignatti, Terisio",G499p
"Pignolo, Ginetta",
"Pignon, Édouard, 1905-1993",Pe632
"Pignon-Ernest, Ernest",
"Pignoria, Lorenzo, 1571-1631",
"Pignotti, Guido",P632p
"Pigosso, Ana",
"Piguet, Philippe",
"Piguet, Phillippe",
"Piirainen, Jocelyn",
"Pijaudier, Joelle",
"Pijnappel, João Carlos",
"Pike, Sidney",
"Pilagallo Filho, Oscar",
"Pilagallo, Oscar",
Pilar Del Castillo,
"Pilar Linares, Luis Gordillo",
Pilar Ribal,
Pilar Ribal I Simó,
Pilar Ribal I Simó Et Al,
"Pilar, Jacquelin",
"Pilar, Ricardo Do, Frei, ?-1700",
"Pilcher, Alex",P637q
"Pileggi, Marcelo, 1966-",Pm637
"Pileggi, Sérgio Suñe, 1939-",
"Piles, Roger de, 1635-1709",
"Pilet, Suzi",
"Pilis, Alexander, 1954-",
"Pilla Vares, Luiz Paulo de",
"Pillar, Analice Dutra",
"Pille, Charles Henri, 1844-1897",
"Pillement, Georges, 1898-1984",
"Pillion, Louise",P641s
"Pilliteri, Paolo",
"Pillitteri, Paolo",
"Pillsbury, Edmund P.",
"Pillsbury, Edmund T.",
"Pillsbury, Joanne",
"Piló, Conceição, 1927-2011",P643
"Pilon, Edmond",M468p
"Pilon, Germain, 1525-1590",
"Pilon, Jacques, 1905-1962",
"Pilot, Robert Wakeham, 1898-1968",Pr643
"Pilotto, Erasmo",
"Pimblott, Adrian",
"Pimenta Filho, João, 1967-",P644
"Pimenta, Aluisio",
"Pimenta, Angela",
"Pimenta, Beatriz, 1960-",
"Pimenta, Dimas de Melo",P644r
"Pimenta, Eduardo Salles",
"Pimenta, Kiel",
"Pimenta, Pedro",
"Pimenta, Regina Célia de Ávila",
"Pimentel, Bete",
"Pimentel, Fernando Damata",
"Pimentel, Ignacio Bernal y Garci'a",
"Pimentel, Leopoldina",
"Pimentel, Lucia Gouvêa",
"Pimentel, Maria Cecília",
"Pimentel, Osmar",
"Pimentel, Renata",
"Pimentel, Rodrigo, 1945-",
"Pimentel, Thaïs Velloso Cougo",
"Pimentel, Wanda, 1943-",P644
"Pimentel, Zau, 1963-",Pz644
"Pimentenl, Luis Otávio",
"Pimonenko, Nikolai, 1862-1912",
Pina Magnanimi Et Al,
Pina Ragionieri,
"Piña, Manuel, 1958-",
"Pina, Mariano",
"Pinagé, Paulo",
"Pinasa, Delphine",
"Pinazo Camarlench, Ignacio, 1849-1916",
"Pincas, André",
"Pinck, A. R., 1939-",
"Pincus, Debra",
"Pincus-Witten, Robert",
"Pinczewski, Andreas",
"Pindell, Howardena",P648h
"Pineda Camacho, Roberto",
"Pineda, Rafael",N238p
"Pineiro Ares, José",P649c
"Piñeiro, Liliana",P649c
"Pinelli, Antonio",
"Pinelli, Orietta Rossi",D249p
"Pinelli, Paule",MLO986p
"Pinet, Helene",
"Pingarilho, Emerson, 1976-",
"Pingeot, Anne",D317p
"Pinhão, Sérgio, 1949-",P654
"Pinharanda, João Lima",
"Pinheiri, Rogério Moura",
"Pinheiro, Bordalo, 1846-1905",
"Pinheiro, Bruno",
"Pinheiro, Célio",
"Pinheiro, Costa, 1932-",Pc654
"Pinheiro, Domício, 1921-1998",P654
"Pinheiro, Flávio",
"Pinheiro, Gerson Pompeu, 1910-1978",P654
"Pinheiro, Israel",
"Pinheiro, Jorge",
"Pinheiro, José Roberto dos Santos",
"Pinheiro, Landa",
"Pinheiro, Lara",
"Pinheiro, Luciano, 1946-",PL654
"Pinheiro, Manoel Theophilo da Costa",
"Pinheiro, Marcelo",
"Pinheiro, Maria Julia Vieira",
"Pinheiro, Maria Lucia Bressan",
"Pinheiro, Mariana",
"Pinheiro, Olimpio",
"Pinheiro, Osmar, 1950-",Po654
"Pinheiro, Pablo",
"Pinheiro, Renata, 1970-",
"Pinheiro, Roosivelt, 1964-",
"Pinheiro, Sérgio, 1949-",
"Pinheiro, Silvanisio",P654a
"Pinheiro, Vanda, 1930-",Pv654
"Pinheiro, Walmir",
"Pinheiros, Sérgio",Pn654
"Pinho, Barros",
"Pinho, João Maurício O. W. de Araújo",
"Pinho, Manuel",
"Pinho, Michel",
"Pinho, Simone",
"Pinho, Solange",
"Pini, Ermenegildo, 1739-1825",
"Pini, Isa, 1960-",Pi654
"Pini, Ivonne",
"Pini, Joanne Maria",P654a
"Pini, Massimo",
"Pinilla, Gustavo Sosa",
"Pink, Edmund, 1802-",P655
"Pinkalski, Pedro, 1942-",P655
"Pinker, Stanley, 1924-2012",
Pinkney L. Near,
Pinky Wainer,
"Pinna, G. ([Giovanni Pinna])",
"Pinner, Erna, 1890-1987",
Pino Colla,
Pino Dell'aquila,
"Pino, Fabiana",
"Pino, Francisco",
"Pino, Giuseppe",
"Pino, Paolo, 1534-1565",
"Pino, Rafael Del",
"Piñole, Nicanor, 1878-1978",
"Piñon, Francisco",
"Piñón, Helio",
"Pinón, Xoán",
"Pinot de Libreros, Marión",P657c
"Pinottini, Marzio",
"Pinsky, Jaime",
"Pinto S., Sergio de Tezanos",
"Pinto, A. Moreira",
"Pinto, Adolpho Augusto, 1856-1930",
"Pinto, Alexandre Gonçalves",P659
"Pinto, Ana Lúcia",
"Pinto, Ana Lúcia Magalhães",
"Pinto, Armando Ribeiro",
"Pinto, Ary Costa",
"Pinto, Augusto Cardoso",P659
"Pinto, Cândido Costa, 1911-1977",P659
"Pinto, Carolina Herrera",
"Pinto, Clara Monteiro de Castro",
"Pinto, Edemir",
"Pinto, Erik Barros",
"Pinto, Francisco",
"Pinto, Godofredo",
"Pinto, Joana Vicente",
"Pinto, João Castro, 1977-",
"Pinto, Jorge Costa, 1916-1993",P659
"Pinto, José Alcides",
"Pinto, José António",
"Pinto, José Guilherme Correa",
"Pinto, José Júlio de Sousa, 1856-1939",P659
"Pinto, Luiz Ângelo",
"Pinto, Manuel da Costa",
"Pinto, Maria Helena Mendes",P149
"Pinto, Mariana",P659
"Pinto, Marie-Thérese",
"Pinto, Matias",
"Pinto, Paulo Teixeira",
"Pinto, Regina Coeli Guedes de Souza",
"Pinto, Rogério Rezende",
"Pinto, Sérgio",
"Pinto, Silvio Nunes, 1940-2005",
"Pinto, Sylvio, 1918-1997",Ps659
"Pinto, Tão Gomes, 1939-2022",
"Pinto, Tayná Barreto",P659c
"Pinto, Tiago de Oliveira",
"Pinto, Túlio, 1974-",Pt659
"Pinto, Valéria Costa, 1952-",
"Pinto, Wagner, 1978-",
"Pinto, Walter, 1913-1994",
"Pinton, Olivier",
"Pintor, Oscar, 1941-",P659
"Pintori, Giovanni, 1912-1999",
"Pintos, Ariel",
"Pintos, Simone Du Hautbourg de Rodríguez",
"Pinturicchio, Bernardino, 1452?-1513",
"Pinzón, David",
"Pinzón, Roberto",
"Pio Ciuti, Padre",
"Pio II, Papa, 1405-1464",
"Pio, Leopoldo Guilherme",
"Piola, Fernando, 1982-",P662
"Piorro, Luís",
"Piot, Christine",
"Piotrovskij, Michail",
"Piotrovsky, Boris",
"Piotrovsky, Mikhail",
"Piovene, Guido",
"Pipe, Francesca",
"Piper, Adrian, 1948-",Pa665
"Piper, David",
"Piper, John, 1903-1992",P665
"Piper, Myfanwy, 1911-1997",
"Pipkin, James",
"Pipkin, Sol, 1983-",Ps665
"Pippa, Bruno, 1925-1977",
"Pippa, Iris",
"Pippin, Horace, 1888-1946",
"Pippione, Leone",
"Piqueira, Gustavo, 1972-",P666
"Piquet, Cide",
"Piraina, Domenico",
"Pirandello, Fausto, 1889-1975",
"Pirandello, Luigi",P667
"Piranesi, Giambattista, 1720-1778",P667
"Piranga, Mestre",
"Pirani, Vincenzo",
"Pirchan, Emil",
"Pirelli, Attilio, 1924-",
"Pires, Cláudia",
"Pires, Dimar",P667
"Pires, Mario",
"Pires, Octávio",
"Pires, Paulo Roberto",
"Pires, Paulo, 1928-2015",
"Pires, Walter",
"Pirinen, Ville",
"Pirner, MAX Milián, 1854-1924",P669
"Pirotte, Julia, 1908-2000",
"Pirovano, Carlo, 1939-",P672
"Pirovano, Ignácio",
"Pirovano, Stefano, 1961-",
"Pirri, Antonio",
"Pisa, Marco",
"Pisanello, 1395-1455",P673
"Pisani, Daniele",
"Pisani, Gianni, 1935-",
"Pisani, Giuliano",
"Pisani, Osmar",
"Pisani, Salvatore",P674
"Pisano, Falke",
"Pisano, Ronald G.",
"Pischel, Gina",P676
"Pischel, Giuliano",
"Pischel-Fraschini, G.",
Pisco Del Gaiso,
"Piscoya, Herman, 1941-",
"Piso, Willem, 1611-1678",
"Pisoni, Massimo",
"Pissaro, Joachim",
"Pissarro, Camille, 1830-1903",P679
"Pissarro, Joachim",M742p
"Pissarro, Lucien, 1863-1944",PL679
"Pissatto, Ana Paula, 1978-",
"Pistelli, Domingos, 1919-",
"Pistoi, Luciano",
"Pistoletto, Michelangelo, 1933-",
"Pisútová, Irena",
"Pita, Alberto, 1961-",
"Pitágoras, 1964-",P681
"Pitaluga, Mario",
"Pitarch, Jaime, 1963-",
"Pithon, Cristiano Rocha",
"Pitigala, Sarath",
"Pitín, Daniel, 1977-",P684
"Pitliuk, Marcio",Rg788p
"Pitloo, Anton Sminck, 1791-1837",
"Pitocco, Mario, 1931-",
"Pitombo, Dival",
"Pitrovsky, Mikhail",
"Pitta, Alberto, 1961-",P688
"Pitta, Fernanda",
"Pitta, Fernanda Mendonça",
"Pitta, Matheus Rocha, 1980-",Pr688
"Pitta, Thiago Rocha, 1980-",P688
"Pittaluga, Alice",
"Pittaluga, Mary",P688p
"Pitteloud, Josée, 1952-",Pj688
"Pitteri, Marco Alvise, 1702-1786",
"Pittman, Lari, 1952-",
"Pittoni, Antonio, 1650-1728",
"Pittoni, Francesco",
"Pittoni, Gasparina",
"Pittoni, Giovanni Battista, O Jovem, 1687-1767",P691
"Pittoni, Giovanni Battista, O Velho, 1520-1583",
"Pittoni, Laura",Pg691pL
"Pitt-Rivers, a",
"Pitts, Terence",
"Pituba, Dito, 1848-1923",
"Pitz, Hermann, 1956-",Ph692
"Piva, Ernesto, 1965-",P693
"Piva, Gino",
"Piva, Horacio Lafer",
"Piva, Mauro, 1977-",Pm693
"Piva, Raffaella",
"Piva, Roberto",Lw482p
"Pivano, Fernanda",
"Pivatto, Pergentino",
"Pivetta, Marcos",
"Pivin, Jean Loup",
"Pivovar, Altair",
"Piza, Arthur Luiz, 1928-2017",P695
"Piza, Daniel",
"Piza, Dennis Vieira",P695
"Piza, Toledo, 1887-1945",Pd695
"Piza, Vera Toledo",
"Pizarro Rayo, Agueda",
"Pizarro, Ana",
"Pizarro, Cristina, 1947-",
"Pizarro, Luiz, 1958-",
"Pizoli, Sérgio",
"Pizzani, Jorge, 1949-",Pj695
"Pizzaro, Agueda",
"Pizzetti, Julie",N964
"Pizzigoni, Giuseppe",P695i
"Pizzinato, Armando, 1910-2004",
"Pizzo, Alberto Del",
"Pizzoli, M.",
"Pizzoli, Sérgio",
"Pjota, Paulo Nimer, 1988-",P695
"Pla, Roger",
"Plácido, Alberto",
"Plagens, Peter",
"Plaisant, François, 1932-",
"Plaister, Elisabeth",
"Pla-Narbona, 1928-",
"Planchart Licea, Eduardo",
"Planchet, Jean-Claude",
"Plangg, Urs, 1933-",P712
"Planiscig, Leo",
"Planitz, Carlos Roberto, 1806-1847",
"Plant, Margaret",
"Plantin, Yves",
"Plassnik, Ursula",
"Platão, 428/427-348/347 A.C.",P716
"Plateroti, Francesco",
"Plath-Moseley, Allison",
"Platova, L. V.",
"Platschek, Hans, 1923-2000",P718
"Platt, Damian",
"Platte, Hans",
"Platts, Una",
"Platzer, Ignác, 1717-1787",P719
"Playfair, Guy Lyon",
"Playnet, Marcelin",
"Plaza, Julio, 1938-2003",
"Plaza, Nicanor, 1844-1918",
"Plazas, Clemencia",
"Plazy, Gilles",
"Plazzotta, Carol",
"Plebe, Armando",P724p
"Plecnik, Joze, 1872-1957",
"Plékhanov, Georges",P724a
"Plenderleith, H. J.",
"Plensa, Jaume, 1955-",P725
"Plentz, Leopoldo, 1952-",P725
"Plessen, Magnus Von, 1967-",
"Plessi, Fabrizio, 1940-",P726
"Plesters, Joyce",
"Plesu, Andrei",
"Pletschette, Jean Marie",
"Pleynet, Marcelin",P727i
"Plietzsch, Eduard",
Plínio Marcos,
"Plocek, Vilém, 1905-2001",P729
"Plojoux, Patrice",
"Plossu, Bernard, 1945-",
"Plous, Phyllis",P731
"Pluchart, François",
"Pluchinotta, Carmelo, 1922-",
"Pludermacher, Isolde",
"Plumer, Caroline I.",
"Plumet, Charles, 1861-1928",
"Plumier, Charles, 1646-1704",
"Plummer, Ellen A.",
"Plunkett, E. C., 1939-",P737
"Plüss, Eduard",
"Pluym, Karel Van Der, 1625-1672",
"Plympton, Bill, 1946-",P738
"Poblete, Aida, 1914-2000",P739
"Poblete, Hernán",
"Pochec-Perkowska, Teresa",P739p
"Pochna, Marie-France",D593p
"Pocock, Charles",
"Pocztaruk, Romy, 1983-",P741
"Poderos, Jean",CM397p
"Podesta, Attilio",
"Podestá, Sylvio Emrich de, 1952-",
"Podesti, Annarita",
"Podhrazsky, Stanislav, 1920-1999",
"Podkowinski, Wladyslaw, 1866-1895",P742
"Podreka, Gisela, 1951-",
"Podstawka, Arkadiusz",
"Podzemskaia, Nadia",
"Poe, Edgar Allan, 1809-1849",
"Poelzig, Hans, 1869-1936",
"Poesen-Foutry, Vita",
"Poessnecker, Holner",
"Poester, Teresa",
"Poëte, Marcel",
"Póetou, Emiel, 1885-1985",
"Poetter, Jochen",
"Poezsler, Maria Vitória",
"Pogány, G. O.",
"Pogany, Miklós, 1943-",
"Pogedaieff, Georges A. de, 1897-1971",
"Pogédaïff, Georges A. de",
"Poggetto, Paolo Dal",
"Poggi, , Cristina",
"Poggi, Christine",P746i
"Poggi, Francesco, 1788-1839",
"Poggi, Giovanni",Mi623pg
"Poggi, Giuseppe, 1811-1901",
"Pogolotti, Graziella",
"Pogolotti, Marcelo, 1902-1988",Pm746
"Pogu, Guy",
"Pohl, Joachim",
"Pohl, Johann Emanuel, 1782-1834",
"Pohlen, Annelie",
"Pohlmann, Ulrich",
"Pohribny, Arsen",T771p
"Poinas, Claire",
"Poindexter, Elinor",
"Poinsont, Jean-Marc",
"Pointon, Marcia",
"Poiret, Paul, 1879-1944",P753
"Poirier, Maurice",
"Poirot, Luis",
"Poirrier, Philippe",
"Poirson, Martial",
"Poisson, Georges",
"Pokorný, Karel, 1891-1962",P761
"Pol, Jos Van Der, 1961-",
"Polacek, Majus Jiri",
"Polacow, Jacob, 1913-1966",P762
"Polacow, Menha S., 1917-",
"Poladian, Manuk, 1936-",
"Polak, Hans, 1884-1969",
"Polakovic, Vicent",
"Polanczyk, João",
"Polano, Sergio",P762m
"Poleni, Giovanni, Marquês, 1683-1761",
"Polenow, Wassili, 1844-1927",
"Polentarutti, Rico",
"Poleo, Héctor, 1918-1989",Ph765
"Polesello, Rogelio, 1939-",P765
"Poletti, Ana",
"Poletti, Raffaella",P768c
"Poli Júnior, Italo",
"Poli, Aldo",
"Poli, Dino de",
"Poli, Flavio, 1900-1984",
"Poli, Francesco",St816p
"Poli, Franco de",
"Poli, Gilda",
"Poli, Jacques, 1938-",P766
"Poliakoff, Serge, 1906-1969",Ps766
"Poliakova, O.",
Policleto,
"Polidori, Enrico",
"Polidori, Robert, 1951-",
Polifilo,L581po
"Polig, Hermann",
"Polillo, Raul de",
Polinésia,
"Polinésio, Lau, 1951-",
"Polinoro, Laura",
"Polinoro, Silvia",
"Polisamo, Lee A., 1952-",
"Politano, Stela",
"Politi, Giancarlo",
"Politi, Lyna, 1942-",
"Politi, Odorico, 1785-1846",
"Politi, Raffaelle",
Política Cultural,
"Polito, Ronald",
"Politzer, Eric",
"Polk, Patrick A.",
"Polk, Ralph W.",P769
"Polke, Sigmar, 1941-2010",
"Polkinhorn, Harry",
"Poll, Christel",
"Polla, Cauê",
"Pollack, Barbara",
"Pollaiolo, Antoni, 1433?-1498",
"Pollaiolo, Antonio, 1433?-1498",
"Pollak, Ernst",B291p
"Pollakówna, Joanna",
"Pollard, Ingrid",
"Pollard, J. Graham",
"Pollard, Paul",
"Polle, Hans",C891p
"Pollet, Joseph-Michel-Ange, 1814-1870",
"Polli, Renata",
"Pollig, Herman",
"Pollig, Hermann",
"Pollini, Denise",P774b
"Pollini, Gino, 1903-1991",
"Pollit, J. J.",
"Pollitzer, Eric",
"Pollmann, Bernhard",P775s
"Pollock, Dan",
"Pollock, Griselda, 1949-",P776
"Pollock, Jackson, 1912-1956",P776
"Polo, Guido, 1898-1988",Pg778
"Polo, Marco",
"Pólo, Maria Violeta",
"Polo, Maria, 1937-1983",
"Pologotti, Graziella",
"Polvara, Giuseppe",P779a
"Polverari, Michele",T625po
"Polygnotus, 0475? A.C.-0450? A.C",
"Poma, Paola",
"Pomar, Júlio, 1926-",
"Pomar, Vitor, 1949-",Pv784
"Pomarède, Vincent",
"Pombo, Carlos",
"Pombo, Luis Eduardo",
"Pombo, Marcelo, 1959-",
"Pomerantzeff, Alexis",
"Pomeroy, Jordana",
"Pomet, Pierre, 1658-1699",
"Pomey, Bernard, 1928-1959",P785
"Pomey, Patrice",
"Pomilio, Mario",
"Pommier, Edouard",
"Pomodoro, Arnaldo, 1926-",P787
"Pomodoro, Giò, 1930-2002",P787
"Pompadour, Jeanne Antoinette Poisson, Marquesa de, 1721-1764",
"Pompei, Gabriela",
"Pompei, Gabriella",P788
"Pompei, Henriette",
"Pompeia, Raul D'ávila, 1863-1895",
"Pompeo, Rafael Brasil",
"Ponç, Juan, 1928-1984",
"Ponce de León, Carolina",
"Ponce Sangines, Carlos",P792t
"Ponce, C. Javier",
"Poncelet, Christian",
"Ponceleti, Christian",
"Poncet, Georges, 1951-",
"Ponchelet, Hervé",
"Poncheville, André M. de",Wj346p
"Ponciano, Levino",P795b
"Pondeville, Agnés",
"Ponente, Nello",C425pn
"Pong, Melanie",
"Ponge, Francis",
"Poniatowska, Elena, 1932-",
"Ponnambalam, Devika, 1969-",
"Ponnau, Dominique",
"Pons, Flávio, 1947-",
"Pons, Isabel, 1912-2002",P798
"Pons, William F.",
"Ponsa, Marta",
"Ponte, Valter, 1953-",
"Pontes, Edna Matosinho de",
"Pontes, Heloisa",P814i
"Pontes, José Mauro, 1918-",P814
"Pontes, Maria Adelaide",
"Pontes, Maria do Carmo",
"Pontes, Sandra",
"Ponthus, Marie, 1950-",
"Ponti, Gio, 1897-1979",D422
"Ponti, Giovanna Delli",MAR986p
"Ponti, Lisa Licitra",
"Pontiggia, Elena",
"Pontin, Rafael",
"Pontogor, 1981-",Po818
"Pontormo, 1494-1557",
"Pontual, Roberto",P818a
"Pontual, Sylvia",
"Pool, Phoebe",
"Poole, Brian",
"Poole, Julia E.",P822
